,desc,name,pearson_dev_max,pearson_dev_min,pearson_gold_max,pearson_gold_min,pearson_train_max,pearson_train_min
0,fear,TASK1_EI-reg,0.6945528761659456,0.06736121332358563,0.6931408092629563,0.13608907196910863,0.9790504802091137,0.17785959943208662
1,fear,TASK1_EI-reg,0.722032733993019,0.07990532748754935,0.7046375100529977,0.12630517277719594,0.9682624743878286,0.1762288507101741
